,initial_age,weight,family_kind,race,marital_status,accumulated_capital,annual_contribution,income,new_accumulated_capital
39911,48,689,1,1,1,162402.2450442765,0.15,76285.78,466872.4463270004
39912,48,597,1,1,1,209581.31498837945,0.31,144923.27,1404971.7121772715
39913,42,655,1,3,1,135057.3022481636,0.31,59554.98,940585.5852273239
39914,55,531,1,3,1,-6932.5854992335735,0.27,114993.74,420582.79994625633
39915,57,573,3,3,3,-32211.95713321305,0.32,78862.0,239271.26172159595
39916,53,573,2,1,5,87939.21609645565,0.31,18242.01,184367.09919488215
39917,55,670,2,2,3,12149.871240181174,0.2,37232.37,149091.01734195545
39918,50,681,2,4,3,-258098.12207612392,0.26,23747.31,-118948.06690125438
39919,40,837,1,4,1,-185277.8107032031,0.12,47348.7,168800.4650714883
39920,48,590,1,3,1,177635.5978491317,0.23,56046.74,565490.6523794844
39921,40,757,3,4,5,-129161.54972799867,0.15,49365.4,239362.46487688101
39922,47,502,2,3,5,88557.26710342096,0.17,60320.51,383667.0962016518
39923,56,502,3,3,5,-87632.02274619517,0.17,24936.98,-35780.50848204901
39924,51,547,1,3,1,-10365.776810633955,0.12,61494.04,163416.69290331725
39925,48,568,1,3,1,-244332.77748015604,0.05,30836.41,-203308.2337205519
39926,39,677,2,3,3,117329.51945757864,0.3,14922.64,340991.8560404693
39927,59,741,3,4,2,24737.91305530011,0.08,10172.19,31243.900367181555
39928,37,874,3,4,1,14587.732608827968,0.06,83422.97,297379.80226254254
39929,39,782,1,1,1,-24365.322976346928,0.27,69358.23,918617.2422249707
39930,39,817,3,4,3,884.3574344873198,0.19,28457.21,271013.7615778338
39931,57,741,3,4,2,98403.02586272296,0.08,67441.1,156444.69013420056
39932,35,803,1,1,1,62907.28312767645,0.23,38451.28,625574.3764535524
39933,53,547,2,1,5,102583.52854381457,0.16,52905.04,247875.66885612594
39934,41,547,3,2,3,-21851.338750190363,0.07,34388.54,126462.41875608153
39935,60,852,3,2,5,-156501.4265676688,0.27,50827.07,-61324.40346367587
39936,48,726,1,1,1,39818.15722141817,0.3,124845.03,1036375.8751407395
39937,60,502,3,3,3,-159898.59442576804,0.27,162453.17,133980.08548809335
39938,57,671,2,1,3,67876.42963319294,0.08,46617.93,113660.85422878395
39939,49,773,3,2,3,-124621.13714012556,0.19,137601.18,516660.1165869538
39940,42,640,2,3,5,759.0700729338616,0.24,85623.9,846419.7762671289
39941,39,640,3,3,5,-10794.23765204856,0.07,193486.66,665872.7804102945
39942,41,788,1,1,1,-124848.77881274954,0.25,51758.79,524185.47925206687
39943,50,1267,3,1,5,-66452.82739644941,0.04,71237.22,-2233.9709740438047
39944,60,1280,1,1,1,-215814.19534917065,0.32,35448.15,-139813.1301905996
39945,58,1325,1,1,1,29084.1057285354,0.06,24348.29,42738.519797621
39946,43,1153,3,1,5,-17539.11302080395,0.32,61667.7,741411.2010144906
39947,36,593,1,3,1,32878.70409132167,0.19,14325.48,196144.37210750248
39948,47,593,1,3,1,-147958.60706385027,0.14,18455.19,-73602.55808067173
39949,51,1352,1,1,1,-52068.230787730565,0.2,119845.09,442395.49473496556
39950,36,1064,3,1,5,88185.77331705921,0.07,60530.78,342345.30189530016
39951,47,629,1,4,1,-4787.547225005267,0.09,46749.18,163173.4336291269
39952,47,1180,1,1,1,64508.3154216476,0.05,130456.09,252225.533996437
39953,56,617,3,4,4,46847.49277869504,0.15,213101.08,437819.42031922576
39954,62,1343,2,1,5,63419.4578774413,0.0,48354.89,63419.4578774413
39955,53,1352,3,1,3,-76043.39122057382,0.07,91635.75,33334.9236451187
39956,53,674,1,1,1,-6178.459729633879,0.08,14699.11,13873.15152876628
39957,50,1267,2,1,3,-24959.424712153632,0.17,36071.67,162927.8094826945
39958,50,502,1,3,1,179741.77406761987,0.23,60691.85,521826.62949739414
39959,46,1159,2,4,3,95617.17115861662,0.15,94983.19,537928.208101304
39960,54,505,1,3,1,-54097.29336111622,0.19,55458.51,138996.10193656804
39961,39,637,1,3,1,106763.92936082985,0.19,133796.49,1376823.9992050352
39962,57,1218,1,1,1,225910.888006802,0.24,89536.3,457083.09003391746
39963,54,1295,1,1,1,29913.71797206863,0.29,30812.17,167299.38300133537
39964,41,1395,2,1,5,-7056.920115290641,0.07,14483.2,37513.40354327798
39965,54,1353,1,1,1,-157156.70449890677,0.12,82541.51,-4865.510146896238
39966,51,1308,1,1,1,-22627.092543294824,0.21,141932.65,592246.4432596683
39967,48,1308,1,1,1,200192.284399878,0.11,39745.17,316521.01478630723
39968,43,731,1,1,1,-148025.91007544132,0.11,104950.5,295973.92911548284
39969,46,561,1,3,1,-190976.811176772,0.33,14445.47,-42985.78463182377
39970,51,1344,2,1,5,76331.83109177384,0.28,14329.76,159103.3916256643
39971,43,503,3,3,3,-159033.08885513098,0.2,30970.15,178786.89320690688
39972,37,1340,3,1,3,69142.19895042187,0.1,34404.53,340805.65134513646
39973,42,801,1,1,1,-242426.0700751951,0.09,31795.62,-124665.55083166788
39974,37,734,1,1,1,123485.33832678752,0.17,117836.07,1255253.5710603695
39975,63,551,1,3,1,-262116.8413780772,0.05,42314.46,-252449.89231297953
39976,51,1221,2,1,3,64029.07426074891,0.01,227904.89,111044.22564252026
39977,60,657,1,3,1,193968.592374504,0.14,7596.15,201093.80278345686
39978,62,499,1,3,1,47363.910977881074,0.15,73638.39,94549.50449759715
39979,40,1439,2,1,3,107877.7523771146,0.01,96542.76,153153.35127642826
39980,42,718,1,1,1,-96011.69869102484,0.03,25116.62,-65003.79872616216
39981,41,1310,1,3,1,225785.3718515891,0.26,58879.56,949296.595354487
39982,43,667,3,1,5,399680.2027721106,0.34,67255.94,1279138.3564363888
39983,50,667,2,3,5,225238.7163983766,0.26,57568.94,562570.4469126435
39984,54,665,1,1,1,63020.02574972803,0.31,36367.49,236358.974760786
39985,60,724,2,4,5,-16223.193681498067,0.23,35252.44,58912.020803398715
39986,54,1221,2,1,5,34177.407430512445,0.31,183010.34,906462.5168443429
39987,38,1590,2,1,5,92900.74670684402,0.06,177750.65,659839.946837652
39988,59,1240,1,1,1,279214.77498869534,0.13,91173.4,373973.7303679474
39989,43,681,1,1,1,99832.36571660145,0.15,34981.36,301638.1288839105
39990,58,1315,3,1,3,-136545.4955757861,0.13,90904.47,-26091.369478771987
39991,63,1346,1,1,1,213330.15615975505,0.25,86588.19,281170.6176137151
39992,52,1350,2,1,3,-311228.1329829071,0.14,34825.87,-183605.94876995793
39993,37,1089,3,1,3,-52427.12449409412,0.17,69146.25,611694.8982673102
39994,46,734,3,1,3,41229.74741833322,0.33,36304.75,488477.06216144323
39995,40,567,1,4,1,138359.09873770174,0.12,113729.63,778387.6760247838
39996,45,1345,1,1,1,97392.65555613692,0.03,43551.0,160173.4455960688
39997,53,1350,2,1,5,5472.063432077124,0.27,72392.81,338766.02705153293
39998,50,1421,3,3,3,20575.420129695725,0.14,59324.4,207754.3687300027
39999,46,1421,2,1,3,50247.27226431319,0.13,36402.64,249744.8646912836
40000,52,1350,2,1,5,127707.90834841329,0.07,57366.68,203210.48255969066
40001,53,1352,3,1,2,-83395.43865144234,0.15,87435.71,140243.9773177317
40002,42,615,3,1,3,-193121.1461759497,0.33,17278.93,41528.92466712199
40003,46,1313,1,1,1,81695.52379566197,0.27,5131.68,124709.84731653435
40004,59,732,1,4,1,244070.9763563869,0.03,225813.43,298231.1170352536
40005,48,1313,1,1,1,283458.40808695834,0.21,15439.96,369731.50932019064
40006,53,1235,3,1,2,22582.20150147124,0.2,202605.91,713538.1413465382
40007,62,1335,3,1,5,-189029.5844505589,0.33,120320.18,-19413.789855674928
40008,61,1335,3,1,5,-146949.27690395163,0.26,25288.75,-111050.75035199529
40009,52,1264,1,1,1,86373.76431345944,0.28,23855.56,211962.77795354323
40010,45,716,3,1,3,134786.6655262471,0.01,202262.44,202364.2423987707
40011,47,1264,2,1,4,-288648.9299219115,0.3,106150.03,627806.0266798285
40012,45,484,2,3,5,61034.3696643328,0.19,154040.01,1038889.4856570346
40013,36,713,3,1,3,-35050.05771287353,0.17,6202.3,28196.046051463978
40014,50,506,2,3,5,-74770.12172576357,0.01,19629.12,-70346.3119568739
40015,62,697,1,1,1,107951.69514721456,0.21,112759.96,209106.86560929584
40016,38,595,1,3,1,3447.332815090879,0.13,26418.47,186015.49900392222
40017,55,690,1,1,1,12523.91732468991,0.07,131449.31,139222.02731918494
40018,41,673,1,1,1,-87054.30962126433,0.13,121976.64,610058.7810789082
40019,40,1263,1,1,1,-15960.101794143196,0.22,35265.72,347887.8455769605
40020,49,1302,2,1,3,754375.5681501074,0.03,62249.1,800182.0689504436
40021,43,514,1,3,1,-57240.01769648595,0.01,112470.79,-13984.116820552503
40022,57,1314,3,3,1,19104.574485608504,0.22,12491.8,48669.23712905175
40023,38,555,1,1,1,83732.35453294279,0.07,13225.43,132945.58566983967
40024,52,1344,2,1,5,-217286.1318394725,0.34,198177.59,1049599.649900932
40025,60,570,3,3,3,46559.49251636517,0.27,80501.57,192187.27634227206
40026,57,1353,1,1,1,-44746.56590377169,0.21,11408.77,-18972.475697835303
40027,63,1179,1,1,1,381795.25695770734,0.16,59087.29,417057.9813983537
40028,37,761,1,1,1,237877.12943432888,0.17,146858.18,1648391.098892664
40029,61,1179,1,1,1,-56454.83462150372,0.04,24211.9,-51167.15936290478
40030,47,582,1,3,1,25515.38647308809,0.04,67198.1,107565.09218004633
40031,43,630,1,3,1,88048.75222743019,0.03,29534.7,122125.60157472556
40032,41,1439,2,1,3,344505.4791422989,0.07,18527.23,401520.82365157467
40033,62,1152,1,1,1,59990.76898706699,0.19,110460.92,149646.10351909
40034,48,590,1,4,1,-110832.83019015205,0.14,187358.42,587096.0908501641
40035,62,707,3,3,5,24986.491733660307,0.05,82579.65,42624.7996773856
40036,40,702,1,3,1,368815.1110039569,0.1,56343.75,687115.5923788731
40037,35,684,1,3,1,58834.53796307023,0.13,52078.63,580805.3642840153
40038,42,539,1,3,1,-287066.39886473,0.16,170080.13,832792.9149125409
40039,48,637,2,3,5,79115.67084171194,0.29,15813.48,201136.90006584738
40040,55,637,3,3,3,-199658.78609383487,0.11,40764.0,-121506.98742812639
40041,47,709,2,3,5,-33206.785526357686,0.1,56104.48,128254.08510352092
40042,43,709,3,1,5,-122651.62998256087,0.15,55926.66,199986.54939921893
40043,45,1134,1,3,1,14087.22305536198,0.05,134120.77,238141.59135224056
40044,50,678,1,3,1,-146414.05116251923,0.02,71166.08,-114336.68855863441
40045,44,540,1,3,1,66567.92629161199,0.2,85798.14,682271.0840769549
40046,49,546,1,3,1,-204289.10010793776,0.23,62087.37,171234.11190012482
40047,39,681,1,3,1,-29462.109923960743,0.09,56742.76,277950.96942854807
40048,40,676,1,3,1,166443.05662669122,0.25,101347.9,1354669.6180197338
40049,56,703,1,1,1,-1784.2399273190772,0.11,78631.76,104009.34826226946
40050,37,615,1,1,1,59611.52678248637,0.19,61040.4,762990.9494795952
40051,45,795,1,1,1,-45842.47089299424,0.13,126982.5,505694.4606193421
40052,48,705,2,1,3,81436.12127497794,0.07,9593.08,99303.71423891687
40053,50,705,3,1,4,-20597.461656335025,0.15,57288.03,173067.36902974092
40054,54,779,2,1,3,81514.51947866686,0.33,19538.6,180649.86371221713
40055,44,777,1,1,1,190651.49986254767,0.27,22888.8,412394.6948920455
40056,50,686,1,1,1,24125.570780911166,0.25,48468.63,357293.2936989978
40057,52,761,2,1,3,84033.65736537935,0.2,138424.0,604563.2117847671
40058,48,761,3,1,3,-130274.82424862492,0.26,194315.48,1214008.1303698958
40059,53,761,1,1,1,-41351.440257889706,0.07,36088.67,1724.7380932895103
40060,48,724,2,1,5,-326993.6541917897,0.04,36266.07,-274441.2537843161
40061,37,775,1,1,1,-188756.2367370032,0.04,51330.82,-36328.13260088183
40062,56,896,1,2,1,772994.6374893795,0.2,98280.21,1013411.3958514247
40063,52,593,1,4,1,41436.58550101883,0.01,269443.34,92097.31691734534
40064,38,721,1,1,1,-63565.45131189773,0.04,59210.36,86032.58782181384
40065,39,808,2,2,4,145334.30503026166,0.12,43923.4,455046.49372183235
40066,39,596,3,3,1,-31367.641926540164,0.18,14464.51,98709.85525063176
40067,42,701,1,1,1,502855.3225155176,0.33,229234.52,3615889.3100180733
40068,47,1447,1,1,1,12119.52134572429,0.29,207615.65,1744837.3088668927
40069,49,2682,1,1,1,-66019.1974964431,0.27,39962.68,198642.53738216928
40070,41,1314,1,4,1,-263552.6536779815,0.17,28605.56,-49765.012531310436
40071,56,2918,3,1,2,-25009.95063190892,0.01,66314.9,-16898.850091371212
40072,43,1229,1,1,1,-206281.2932481878,0.15,27983.3,-44846.99759931196
40073,53,2553,3,1,3,-122140.29381470974,0.29,91289.42,329285.83754205087
40074,56,2517,1,1,1,44142.73403015245,0.33,58640.55,301432.2156673382
40075,45,2714,3,1,3,42078.3319493509,0.21,55649.61,432531.3579868107
40076,37,1454,2,1,3,22378.9558583293,0.01,79621.16,67363.03443331001
40077,56,1601,1,1,1,106878.6242180151,0.2,49696.7,263762.2594970272
40078,59,3003,1,1,1,38399.69031490798,0.13,108837.14,151517.0435436503
40079,45,1275,3,2,4,-148175.65683061548,0.28,44209.94,307596.8143092575
40080,59,1268,3,4,3,56264.79882237419,0.15,60838.36,129223.57138677695
40081,59,4554,2,4,3,-145407.7058499388,0.22,63561.89,-33611.19623767126
40082,59,2699,3,1,4,68829.63470877983,0.11,110461.5,165972.82968406682
40083,50,2897,2,3,3,38143.24885859874,0.08,113848.2,243406.7672763393
40084,60,2762,2,1,5,83137.9998100108,0.27,59762.08,191247.93191725484
40085,55,2762,2,1,5,-149679.4999642287,0.13,72577.07,-19765.31612604567
40086,57,1398,1,1,1,-232862.7424709903,0.13,157495.58,-12602.077012869588
40087,38,1357,1,4,1,102975.34979214006,0.3,37510.94,701184.7605525153
40088,39,1229,1,1,1,124977.64279352676,0.12,48976.81,505173.88022093545
40089,57,2553,1,1,1,246896.4010060427,0.35,63224.44,496615.2631730266
40090,58,2517,1,1,1,48203.71479844925,0.04,27072.26,58325.05111750747
40091,60,2553,1,1,1,-140716.76847020464,0.29,212011.17,271222.189927423
40092,63,1514,1,1,1,7571.126095225914,0.21,81730.44,61360.09941971238
40093,35,1586,1,1,1,112350.7896289678,0.24,69655.0,1182895.2760316215
40094,53,1601,1,1,1,63779.55610063965,0.07,37662.96,108734.839356945
40095,48,1737,3,1,4,85580.02417109092,0.3,71794.39,658668.5440569826
40096,51,1737,2,1,3,-187592.64457895368,0.0,62269.25,-187592.64457895368
40097,41,1218,1,1,1,29943.72671034747,0.31,94637.05,1319695.4233199793
40098,51,1464,1,1,1,79977.2723042543,0.0,25108.74,79977.2723042543
40099,47,2883,2,1,5,468347.30883935146,0.1,83764.18,709408.9393971583
40100,57,2670,3,1,3,74534.57443831048,0.32,244182.48,915135.1889085248
40101,47,2746,1,1,1,103764.19177489712,0.09,15572.37,144097.79037831599
40102,56,1224,1,1,1,79157.39475586328,0.34,142680.22,672507.9498384364
40103,49,2883,2,1,5,96121.80552826574,0.31,80951.75,711668.0995634255
40104,46,2883,2,1,4,194983.29520499703,0.14,3988.68,212319.219323539
40105,49,2763,3,1,3,21403.52226767316,0.26,103758.7,683118.0281233831
40106,50,1380,3,2,1,96372.21440241484,0.17,8797.53,130078.06497817673
40107,40,1141,1,1,1,-64566.46592571287,0.11,36325.16,122822.80195151918
40108,62,2745,3,1,3,-86339.0271627632,0.21,25594.2,-63378.876557525306
40109,57,2745,2,1,5,258246.360959638,0.09,16082.21,273817.25189645286
40110,53,2893,1,1,1,114189.30271963244,0.17,11313.94,146986.0702924199
40111,54,3060,2,1,5,-60809.48130414924,0.12,85460.58,96867.47176123018
40112,58,1285,1,1,1,-232634.28120029063,0.02,37223.5,-225676.02277501576
40113,47,1672,1,4,1,39396.93768950141,0.05,26553.12,77605.02618029254
40114,36,3136,2,1,3,28014.67276812147,0.05,158903.86,504595.46765890485
40115,44,1626,1,4,1,3668.095990446563,0.32,92948.1,1070888.223236055
40116,57,1302,2,1,4,24912.66430664746,0.13,29731.56,66492.8355769018
40117,49,1252,2,1,3,-33129.99068585739,0.02,51355.04,-6920.45933646879
40118,43,1252,3,4,3,107938.55549854728,0.08,213617.69,765191.9187218966
40119,56,2563,1,1,1,-92230.71520088668,0.31,54134.54,141138.61434524195
40120,46,1531,1,1,1,409889.6426467872,0.11,43399.82,623232.7950598891
40121,53,1514,2,1,3,147918.6593566988,0.23,66192.33,407518.10106862884
40122,36,1445,1,1,1,201318.40746905372,0.04,24874.43,261000.66123862308
40123,41,3077,1,1,1,26937.92943486328,0.02,70504.63,89419.4851288058
40124,56,2741,1,1,1,-144289.4865336959,0.22,102669.25,131979.24646258738
40125,38,1812,1,1,1,183455.3220396746,0.11,95841.91,743886.3656940841
40126,35,1637,1,1,1,138134.3944393996,0.32,73442.24,1633367.0455518267
40127,39,1814,2,1,2,-249784.3255436132,0.23,29867.93,93424.85927437033
40128,36,1800,3,1,3,-125463.65520198602,0.29,89595.76,1433074.8687453514
40129,39,1836,1,1,1,-35943.88870527013,0.26,160920.34,2054363.8594566798
40130,48,1680,3,1,3,97714.10123614952,0.16,81429.24,444379.3499798322
40131,43,1513,1,1,1,-161830.34993447366,0.18,57666.32,288478.3369540763
40132,38,1637,1,1,1,211696.98620445555,0.14,92591.54,900782.9152579883
40133,63,2527,1,1,1,216544.03887574287,0.02,47106.26,220622.83942435746
40134,55,1250,3,3,5,20315.402720362104,0.2,11760.28,52701.71082881112
40135,42,2614,1,1,1,-52262.26203945743,0.34,105557.2,1424656.757290029
40136,41,2193,3,4,4,-261259.63930078977,0.09,32637.09,-75468.37504168306
40137,55,1648,2,1,2,190087.12468934068,0.34,33846.11,395972.21995888825
40138,50,2464,2,1,2,-227848.5837618452,0.2,10625.74,-179954.17747803652
40139,60,1121,1,4,1,37206.04455772651,0.16,10072.91,48004.23697744971
40140,51,1449,1,1,1,-27194.26656749484,0.03,103310.33,36742.28351158535
40141,37,1530,1,1,1,142428.49773912953,0.13,68667.8,657909.7374674988
40142,48,1449,3,1,3,21154.43685553392,0.0,24525.4,21154.43685553392
40143,57,1499,3,1,3,88309.80118833712,0.02,100527.32,109938.94483201802
40144,53,2689,3,1,2,-147539.06480743506,0.3,75657.44,239487.83061830865
40145,62,2835,3,1,3,31547.479248704392,0.16,120706.46,114049.45981275702
40146,56,2835,2,1,5,-124168.03555728296,0.0,18631.63,-124168.03555728296
40147,55,2339,2,3,3,20565.705563511845,0.18,72029.67,199090.16050956043
40148,56,2793,1,1,1,-88589.2523276412,0.29,26813.55,6519.6085326377215
40149,63,1207,2,4,3,90128.29015317334,0.23,15981.13,101647.57303753975
40150,36,1510,3,1,4,-241708.5574899724,0.0,11687.67,-241708.5574899724
40151,56,1687,1,1,1,-145522.61260770253,0.34,121417.27,359403.75035354507
40152,41,1313,3,4,4,24799.70501224884,0.31,20755.23,307660.30882463657
40153,47,1333,1,2,1,6247.172906292565,0.02,10192.26,12113.553535026978
40154,42,1605,1,1,1,-11711.173166329048,0.19,13710.69,95490.80936443634
40155,40,1505,3,1,1,-75466.11606089461,0.24,31725.31,400315.18628653616
40156,53,1438,3,1,3,73698.36113678663,0.18,54826.65,241978.34631281573
40157,47,2682,3,1,3,3728.612494108979,0.28,129244.8,1045184.4500792127
40158,58,1981,2,1,5,258022.78281620453,0.3,75043.57,468443.30475068325
40159,35,1411,2,1,3,162295.81042940906,0.1,40118.24,484012.5076047017
40160,47,2682,1,1,1,-106399.9961533253,0.2,156754.45,795834.9045928459
40161,60,1432,1,1,1,79679.92853183554,0.32,69906.52,230653.44406342044
40162,35,1121,1,1,1,341662.445267489,0.34,70763.46,1873622.5422968008
40163,57,2368,2,1,5,-187183.87546545253,0.04,44540.3,-164464.29959584522
40164,47,2305,1,1,1,70712.72474122114,0.19,68719.04,453687.01404919015
40165,53,1489,1,1,1,-45818.459892716,0.35,84803.21,460295.8134668323
40166,51,2791,1,1,1,5834.222506996844,0.08,6574.12,16683.774598728818
40167,44,1669,2,1,5,-38133.669577090375,0.28,38758.98,422109.46639624576
40168,44,1669,3,1,3,113996.83883891309,0.32,19913.7,342643.80900754343
40169,41,1185,3,2,5,-129646.67487388152,0.25,92433.26,886254.5848656351
40170,38,1425,1,1,1,-118216.36879818846,0.23,85833.15,931221.9692437788
40171,36,1480,1,1,1,-43900.96843253712,0.0,53991.36,-43900.96843253712
40172,38,1480,1,1,1,4282.75564482046,0.04,13250.21,32457.292874230436
40173,48,1472,3,1,5,-251238.91275332967,0.21,78726.55,188657.53891449358
40174,52,2682,1,1,1,153437.57766110354,0.3,69892.98,550258.9255231175
40175,44,1558,1,1,1,-281910.7259427938,0.22,13300.01,-176923.0890180971
40176,43,2696,1,1,1,-23247.80483354627,0.11,37124.95,133811.6834963911
40177,46,1558,1,1,1,118989.5999480614,0.34,93519.62,1106112.930779778
40178,44,2792,1,1,1,40089.95377280897,0.04,111346.61,199898.6847912041
40179,36,1121,3,1,3,70274.18208521871,0.07,73668.64,379597.5843840185
40180,38,1588,1,1,1,4312.056877684556,0.09,17220.17,86698.16409515355
40181,35,1657,1,1,1,-39610.89439379172,0.25,64270.86,1017429.584798879
40182,62,2943,3,1,5,-150741.2205884522,0.11,71688.05,-117054.91913370656
40183,51,1540,1,4,1,-117790.43505170946,0.08,21724.96,-81936.80213798207
40184,48,3588,2,1,5,23589.86628590726,0.15,176084.98,726376.5364027285
40185,39,3060,3,1,5,-162998.5756315542,0.25,23176.99,126484.36987709862
40186,35,1632,3,1,5,45621.87047085168,0.31,4618.89,136720.5732306655
40187,36,1632,2,1,3,76330.80631027631,0.23,42542.95,734442.2903370092
40188,47,3071,3,1,3,8433.948041136833,0.17,119634.02,593726.996732773
40189,63,3174,1,1,1,-106347.55301179748,0.31,23354.12,-83658.55461273825
40190,40,2786,2,1,3,81525.15096793993,0.17,88181.8,784552.7495090575
40191,42,1546,1,4,1,253159.24183099065,0.22,215449.58,2203714.405841341
40192,44,1592,1,1,1,-41972.06618757882,0.27,146541.32,1377697.8378982649
40193,57,1302,1,3,1,515435.363504313,0.09,26146.95,540750.9952974777
40194,47,3047,2,1,3,98569.0314306821,0.11,38012.83,257932.90506883553
40195,53,1438,1,1,1,125269.10577761372,0.01,103194.38,142865.52481090574
40196,55,2742,2,1,5,40198.193822295645,0.19,135069.47,393564.0488777591
40197,59,2685,1,1,1,-54908.426279329,0.35,28051.69,23585.46088495307
40198,60,1203,3,4,4,28292.127625075576,0.33,114624.69,281728.08937884774
40199,58,2627,1,1,1,-190484.87079829085,0.24,57173.47,-43798.974221404365
40200,46,2901,2,1,3,216317.87127968227,0.08,23581.17,274883.80913329916
40201,46,2901,3,1,3,-191756.51293404296,0.11,146700.86,309217.39945110225
40202,40,1540,1,1,1,161772.15914646693,0.25,107703.56,1424513.9697670054
40203,62,1477,3,1,3,-272072.2404661291,0.3,76273.67,-174323.81362309348
40204,46,1587,1,3,1,-118309.23018438905,0.08,137683.44,223639.8669347189
40205,55,1333,1,3,1,-50324.46936912464,0.05,136407.84,43587.97010187469
40206,48,1521,1,1,1,-88868.47175109456,0.34,83749.15,668782.6474690617
40207,50,1565,3,1,3,-85840.28111598182,0.27,20658.01,39863.3609211117
40208,39,1957,2,1,5,106416.70862649326,0.05,7234.31,124488.16111038096
40209,41,1569,2,1,3,-205734.21538922217,0.24,95192.77,798646.6401886328
40210,53,1873,1,4,1,66538.88338340535,0.04,67998.69,115140.89863906367
40211,41,1572,1,1,1,87246.49768689505,0.3,129830.73,1799554.8441833972
40212,45,1574,1,1,1,44161.73746915536,0.08,98401.11,307174.82384808577
40213,36,1899,2,1,3,26664.12098625804,0.33,47525.69,1005576.6853334564
40214,59,1418,2,1,3,92190.73475103838,0.07,94951.88,145329.36671764328
40215,61,2587,3,1,3,109906.9097636412,0.07,18005.02,116788.16331553154
40216,55,2598,1,1,1,-277654.1412808462,0.0,42715.03,-277654.1412808462
40217,46,1378,3,1,4,78695.28737426306,0.28,84618.39,814245.8896152003
40218,62,2597,1,1,1,-45750.47291989148,0.24,33133.98,-11780.224260834104
40219,55,2811,3,1,5,141726.90328887803,0.08,75411.92,224796.81918100675
40220,62,2835,3,1,3,-9026.099742988948,0.24,3564.9,-5371.225217058963
40221,42,1442,1,1,1,100454.83503790696,0.34,38761.73,642795.2557682251
40222,53,1278,1,3,1,306577.4175989154,0.27,43378.14,566136.2193339306
40223,54,1386,1,1,1,62735.13729866948,0.26,127458.93,572259.2641024255
40224,55,1121,1,1,1,446609.4872669049,0.03,122722.44,497303.77456696046
40225,62,2597,1,1,1,-68463.929901301,0.13,48471.1,-31864.915050349395
40226,57,1125,1,2,1,-76511.27464303639,0.17,103018.35,111892.12520610372
40227,63,952,2,1,3,-593.3476430972756,0.26,36774.72,39879.857500278864
40228,56,2811,3,1,3,-34444.52614647716,0.0,130394.04,-34444.52614647716
40229,56,2811,2,1,3,-81882.78925597956,0.21,90398.69,150310.7318046104
40230,40,1593,3,4,2,77208.9458275369,0.03,73570.35,180715.67147373102
40231,62,2594,1,1,1,-69730.79743370127,0.24,71391.5,3462.5529317874025
40232,47,3359,2,1,5,-117935.0938208492,0.21,41217.27,180700.84113299483
40233,52,2875,1,1,1,-8295.765420405172,0.34,92194.36,581073.2133862112
40234,52,2896,2,1,5,-65392.13273543586,0.2,64480.55,177080.50178037825
40235,47,2875,3,1,5,99841.4712530674,0.14,71137.82,386456.089063913
40236,41,1257,3,3,3,6576.739631660403,0.3,56938.8,757529.7881086662
40237,56,1304,1,3,1,230221.861573294,0.05,216267.06,362482.022356655
40238,40,1291,1,1,1,16958.660908309004,0.19,5570.95,66598.15594734142
40239,60,1783,1,4,1,43295.78479428352,0.15,14251.06,57618.1437313689
40240,36,1597,2,2,1,39967.81949626056,0.22,187923.92,2519883.0157627626
40241,62,1515,3,4,1,95507.5485443554,0.23,49446.35,147470.63379020168
40242,51,1683,1,1,1,-250382.51139476887,0.35,181709.61,1061606.3132352869
40243,48,1456,1,1,1,-49027.93451463931,0.3,2714.78,-27357.588795206062
40244,45,1404,1,1,1,140067.09489654924,0.11,117288.01,571123.076580561
40245,36,2062,2,1,3,47363.0144859255,0.29,25912.4,498115.0773952974
40246,47,1473,3,1,3,44790.8776194765,0.19,61141.47,379108.4661222511
40247,54,1473,2,1,3,248174.8686129006,0.09,127939.33,425213.3675175367
40248,52,2842,1,1,1,7238.913405857406,0.07,132907.49,182163.75875091844
40249,51,1516,2,1,3,-40082.87568366646,0.27,60809.99,298623.12533762824
40250,53,1516,3,1,2,-37248.99233461045,0.1,6501.47,-26162.86628274822
40251,51,1516,3,1,3,-211125.97260848733,0.32,19897.94,-79772.27870076598
40252,47,3039,1,1,1,-3609.9003538215234,0.08,34983.12,76931.33289599408
40253,52,2900,3,1,4,33.42701156659712,0.23,65173.16,281872.12062783964
40254,36,3082,2,1,5,-208814.0328115773,0.34,73746.95,1295211.0069328435
40255,58,2734,1,1,1,90891.87079407056,0.05,91748.72,133768.77006121265
40256,62,2734,1,1,1,290418.1317187878,0.06,12964.35,293741.0210396832
40257,58,2670,1,1,1,-3558.6348080322946,0.05,38531.89,14448.460725317915
40258,35,1156,1,1,1,65587.31532614377,0.29,135539.94,2566382.740886404
40259,60,2633,1,1,1,-23890.79676056144,0.31,43359.51,93807.6698963349
40260,48,1292,2,1,3,458504.8084709368,0.32,57870.53,951244.3127909757
40261,38,1292,3,4,3,-124918.4964269604,0.14,103292.5,643806.252365014
40262,49,1473,1,1,1,112616.97741082258,0.01,58109.39,129803.5922771316
40263,35,2167,3,1,4,198759.4451459796,0.09,29994.67,370510.5252677875
40264,53,1459,2,4,3,-56401.32789772384,0.24,19119.74,21844.551038147212
40265,41,1523,1,1,1,362321.5211975068,0.2,126393.74,1473640.6259369822
